txn_id,scheme_code,txn_date,txn_type,amount,units,nav,investor_id,state,kyc_status,folio_no
TXN100989,121001,2022-09-30,Lumpsum,10000.0,21.8401,468.5494,INV2994,Gujarat,KYC_VERIFIED,FOLIO718524
TXN100990,121020,2022-10-13,Lumpsum,5000.0,80.9933,327.8405,INV3805,Maharashtra,KYC_VERIFIED,FOLIO584220
TXN100991,121007,2023-04-07,SIP,50000.0,62.5897,72.8858,INV4263,Rajasthan,KYC_VERIFIED,FOLIO354491
TXN100992,121017,2022-09-21,SIP,10000.0,127.0325,432.5598,INV4573,Uttar Pradesh,KYC_VERIFIED,FOLIO412725
TXN100993,118551,2023-02-17,Lumpsum,500.0,187.5585,92.4174,INV6573,Delhi,KYC_PENDING,FOLIO588461
TXN100994,118632,2024-09-17,SIP,10000.0,197.2217,486.1471,INV1932,Tamil Nadu,KYC_VERIFIED,FOLIO446138
TXN100995,119386,2023-09-06,Redemption,500.0,47.7889,445.6013,INV6121,Karnataka,KYC_VERIFIED,FOLIO448710
TXN100996,118825,2023-07-26,Redemption,5000.0,43.9339,32.9315,INV2768,Maharashtra,KYC_VERIFIED,FOLIO991153
TXN100997,121019,2022-01-28,SIP,2000.0,61.4216,399.0552,INV4761,Delhi,KYC_VERIFIED,FOLIO783072
TXN100998,121002,2020-05-20,Lumpsum,2000.0,44.3715,377.5548,INV8374,Delhi,KYC_PENDING,FOLIO813310
TXN100999,121016,2024-10-24,Lumpsum,25000.0,90.5363,153.5556,INV5633,Uttar Pradesh,KYC_PENDING,FOLIO951747
TXN101000,118632,2024-12-24,Redemption,500.0,51.0644,197.7661,INV2162,West Bengal,KYC_VERIFIED,FOLIO380047
TXN101001,118712,2020-05-25,Lumpsum,10000.0,116.7015,395.7255,INV6610,Maharashtra,KYC_VERIFIED,FOLIO473749
TXN101002,121008,2024-02-29,SIP,2000.0,92.8921,482.8301,INV5046,Delhi,KYC_VERIFIED,FOLIO393604
TXN101003,118712,2024-10-07,Lumpsum,25000.0,48.1755,430.0559,INV5425,Tamil Nadu,KYC_VERIFIED,FOLIO542760
TXN101004,121006,2022-07-26,Redemption,50000.0,162.0642,73.6633,INV9351,Uttar Pradesh,KYC_VERIFIED,FOLIO735011
TXN101005,121018,2022-09-15,SIP,1000.0,47.6601,487.3315,INV7864,Gujarat,KYC_VERIFIED,FOLIO469598
TXN101006,121004,2024-09-16,SIP,2000.0,40.4292,42.0112,INV1731,Gujarat,KYC_VERIFIED,FOLIO908624
TXN101007,121007,2021-02-17,SIP,5000.0,179.3446,34.0253,INV3854,Tamil Nadu,KYC_VERIFIED,FOLIO912351
TXN101008,121001,2022-08-31,Redemption,50000.0,173.4942,293.583,INV1152,Maharashtra,KYC_PENDING,FOLIO850930
TXN101009,119386,2023-08-30,SIP,500.0,142.5944,286.1006,INV8201,Karnataka,KYC_VERIFIED,FOLIO860853
TXN101010,118989,2020-04-21,Lumpsum,2000.0,140.4699,384.0271,INV8156,Tamil Nadu,KYC_PENDING,FOLIO641120
TXN101011,119386,2021-02-22,Redemption,1000.0,118.7582,406.9663,INV2924,Uttar Pradesh,KYC_REJECTED,FOLIO639718
TXN101012,121011,2020-12-11,Lumpsum,5000.0,89.6722,328.5739,INV3075,West Bengal,KYC_VERIFIED,FOLIO561692
TXN101013,121012,2022-05-30,SIP,25000.0,48.8226,321.166,INV2675,Tamil Nadu,KYC_VERIFIED,FOLIO920104
TXN101014,121009,2021-01-12,Lumpsum,50000.0,135.6272,163.2524,INV7655,Uttar Pradesh,KYC_VERIFIED,FOLIO905476
TXN101015,121015,2022-08-10,Lumpsum,500.0,88.6837,171.6268,INV9356,Tamil Nadu,KYC_VERIFIED,FOLIO896456
TXN101016,121017,2024-01-24,SIP,500.0,124.7213,336.8458,INV7673,Delhi,KYC_VERIFIED,FOLIO860666
TXN101017,121004,2022-11-24,SIP,1000.0,57.5581,261.5084,INV8723,Maharashtra,KYC_VERIFIED,FOLIO416040
TXN101018,118989,2020-01-24,SIP,1000.0,21.768,85.6017,INV4461,Rajasthan,KYC_VERIFIED,FOLIO701843
TXN101019,121017,2024-09-23,SIP,50000.0,174.9141,348.5676,INV8223,Tamil Nadu,KYC_VERIFIED,FOLIO738663
TXN101020,121018,2021-06-30,Lumpsum,10000.0,110.1343,12.6327,INV5539,Uttar Pradesh,KYC_VERIFIED,FOLIO233726
TXN101021,121016,2020-11-27,SIP,5000.0,159.1882,402.3812,INV7978,Uttar Pradesh,KYC_VERIFIED,FOLIO103076
TXN101022,119644,2021-04-26,SIP,5000.0,199.8156,145.3779,INV6229,Gujarat,KYC_VERIFIED,FOLIO164205
TXN101023,118989,2022-08-04,SIP,2000.0,64.5535,136.0571,INV2034,Gujarat,KYC_VERIFIED,FOLIO571451
TXN101024,120841,2021-09-07,Lumpsum,25000.0,22.3667,21.5246,INV6769,West Bengal,KYC_VERIFIED,FOLIO146221
TXN101025,120465,2023-03-21,SIP,50000.0,27.5274,149.3229,INV8959,Uttar Pradesh,KYC_VERIFIED,FOLIO775438
TXN101026,119644,2020-05-21,Redemption,1000.0,44.6983,481.3882,INV1909,Uttar Pradesh,KYC_VERIFIED,FOLIO679081
TXN101027,121017,2024-09-25,SIP,2000.0,29.0319,483.0051,INV2633,Rajasthan,KYC_VERIFIED,FOLIO508183
TXN101028,125497,2022-02-02,Lumpsum,50000.0,31.9496,438.0041,INV9507,Kerala,KYC_VERIFIED,FOLIO793420
TXN101029,120503,2024-06-07,Lumpsum,50000.0,173.5065,209.6652,INV1967,West Bengal,KYC_VERIFIED,FOLIO477513
TXN101030,120841,2020-06-05,Lumpsum,1000.0,12.6586,346.9914,INV9829,Maharashtra,KYC_VERIFIED,FOLIO954322
TXN101031,119644,2020-03-26,SIP,500.0,101.3164,470.5731,INV2828,Tamil Nadu,KYC_VERIFIED,FOLIO538122
TXN101032,121012,2024-07-26,Lumpsum,500.0,167.8957,301.0213,INV9491,Kerala,KYC_VERIFIED,FOLIO944878
TXN101033,119551,2023-01-04,Redemption,500.0,91.636,31.0461,INV3205,Uttar Pradesh,KYC_VERIFIED,FOLIO903285
TXN101034,118551,2021-01-28,Lumpsum,5000.0,151.7761,359.3116,INV8154,Rajasthan,KYC_VERIFIED,FOLIO146116
TXN101035,119203,2023-12-28,Lumpsum,50000.0,70.6611,137.114,INV6787,Tamil Nadu,KYC_VERIFIED,FOLIO878478
TXN101036,119386,2023-08-18,SIP,10000.0,111.193,320.7791,INV4516,Maharashtra,KYC_VERIFIED,FOLIO408658
TXN101037,125497,2021-06-02,SIP,10000.0,57.4414,459.2579,INV5876,Tamil Nadu,KYC_VERIFIED,FOLIO189370
TXN101038,118551,2022-05-06,SIP,10000.0,35.7003,196.1834,INV7290,Maharashtra,KYC_VERIFIED,FOLIO214823
TXN101039,119386,2024-07-18,Lumpsum,10000.0,140.6304,148.6964,INV9231,Gujarat,KYC_VERIFIED,FOLIO577441
TXN101040,120841,2020-02-05,SIP,1000.0,48.1231,481.575,INV3019,Kerala,KYC_VERIFIED,FOLIO242747
TXN101041,121009,2020-09-08,Lumpsum,1000.0,74.3752,106.6052,INV5574,Maharashtra,KYC_VERIFIED,FOLIO339969
TXN101042,121012,2021-08-26,Redemption,10000.0,36.1632,159.5346,INV7712,West Bengal,KYC_VERIFIED,FOLIO984073
TXN101043,118825,2022-03-11,Redemption,2000.0,2.4596,280.7014,INV7927,West Bengal,KYC_VERIFIED,FOLIO255455
TXN101044,118890,2024-07-29,Lumpsum,2000.0,169.7617,359.8469,INV5177,Delhi,KYC_VERIFIED,FOLIO352219
TXN101045,125497,2023-08-17,Lumpsum,1000.0,181.6096,418.0801,INV9023,Tamil Nadu,KYC_VERIFIED,FOLIO811931
TXN101046,120594,2024-07-09,SIP,2000.0,152.5088,249.6215,INV9649,Telangana,KYC_VERIFIED,FOLIO858887
TXN101047,121002,2023-09-13,Redemption,50000.0,163.8995,221.5211,INV1880,Delhi,KYC_PENDING,FOLIO511322
TXN101048,119386,2023-10-30,Lumpsum,500.0,25.8779,125.586,INV3878,Gujarat,KYC_VERIFIED,FOLIO567534
TXN101049,119551,2021-11-24,Lumpsum,50000.0,19.6836,311.1267,INV2130,Gujarat,KYC_VERIFIED,FOLIO615980
TXN101050,120712,2023-06-15,Lumpsum,1000.0,102.1773,73.7672,INV4622,Telangana,KYC_VERIFIED,FOLIO541275
TXN101051,121005,2022-11-30,Redemption,2000.0,156.8908,215.0537,INV8732,Rajasthan,KYC_VERIFIED,FOLIO583930
TXN101052,121009,2022-05-10,Lumpsum,25000.0,2.96,305.7869,INV5029,Delhi,KYC_VERIFIED,FOLIO230659
TXN101053,121004,2020-02-28,Redemption,5000.0,175.0227,76.3395,INV2204,Gujarat,KYC_VERIFIED,FOLIO789379
TXN101054,120465,2020-12-07,SIP,25000.0,174.7838,146.3406,INV7733,Rajasthan,KYC_VERIFIED,FOLIO163698
TXN101055,121009,2022-12-02,SIP,25000.0,151.4583,433.1724,INV4259,Maharashtra,KYC_REJECTED,FOLIO188488
TXN101056,121019,2023-11-07,SIP,5000.0,153.343,244.4701,INV3819,Maharashtra,KYC_VERIFIED,FOLIO104177
TXN101057,121016,2022-11-23,Lumpsum,50000.0,166.0211,473.6965,INV6089,Gujarat,KYC_VERIFIED,FOLIO356683
TXN101058,119092,2024-11-01,Redemption,2000.0,167.9307,331.2488,INV9248,Maharashtra,KYC_VERIFIED,FOLIO234282
TXN101059,119551,2023-05-24,SIP,2000.0,66.5601,425.3352,INV5726,Maharashtra,KYC_VERIFIED,FOLIO165793
TXN101060,118825,2021-08-05,SIP,25000.0,37.6653,257.1924,INV2948,Uttar Pradesh,KYC_VERIFIED,FOLIO491672
TXN101061,121004,2024-05-22,SIP,5000.0,128.1619,327.2668,INV7182,West Bengal,KYC_VERIFIED,FOLIO589841
TXN101062,121017,2021-01-22,Redemption,500.0,112.2697,415.5426,INV6139,Kerala,KYC_VERIFIED,FOLIO581158
TXN101063,119386,2022-04-20,Redemption,25000.0,66.665,468.0771,INV4758,Uttar Pradesh,KYC_VERIFIED,FOLIO263874
TXN101064,118551,2022-11-29,Lumpsum,2000.0,64.214,116.5534,INV3505,Tamil Nadu,KYC_VERIFIED,FOLIO148954
TXN101065,118989,2023-10-11,Lumpsum,10000.0,6.4974,266.4576,INV2617,Delhi,KYC_VERIFIED,FOLIO805888
TXN101066,120333,2020-07-13,Lumpsum,25000.0,140.3738,262.6769,INV8455,West Bengal,KYC_VERIFIED,FOLIO632000
TXN101067,120178,2023-12-22,Lumpsum,50000.0,199.8199,303.4268,INV4012,Rajasthan,KYC_VERIFIED,FOLIO160783
TXN101068,125497,2021-02-25,SIP,50000.0,172.0653,440.5242,INV9405,Kerala,KYC_VERIFIED,FOLIO461912
TXN101069,125497,2023-03-13,Lumpsum,5000.0,31.1723,291.9666,INV7266,Tamil Nadu,KYC_VERIFIED,FOLIO720112
TXN101070,121018,2024-04-26,SIP,500.0,93.5843,286.7842,INV3335,Telangana,KYC_VERIFIED,FOLIO753536
TXN101071,121019,2022-08-17,Lumpsum,50000.0,6.49,366.5144,INV1815,Uttar Pradesh,KYC_VERIFIED,FOLIO452480
TXN101072,121018,2020-08-26,SIP,25000.0,95.9099,25.6014,INV5661,Delhi,KYC_VERIFIED,FOLIO116739
TXN101073,121015,2021-05-18,Lumpsum,2000.0,161.6061,64.523,INV8336,Tamil Nadu,KYC_VERIFIED,FOLIO580847
TXN101074,119551,2024-07-29,Redemption,1000.0,152.5697,320.9454,INV1769,Uttar Pradesh,KYC_VERIFIED,FOLIO647696
TXN101075,118712,2023-08-16,SIP,2000.0,114.5921,55.0946,INV9190,Maharashtra,KYC_VERIFIED,FOLIO408894
TXN101076,119775,2024-01-26,SIP,500.0,175.9272,281.7704,INV2064,Delhi,KYC_VERIFIED,FOLIO659958
TXN101077,121005,2020-04-10,Redemption,50000.0,11.7516,413.087,INV2883,Rajasthan,KYC_VERIFIED,FOLIO377437
TXN101078,121010,2021-04-15,SIP,1000.0,109.4401,114.7165,INV8903,Rajasthan,KYC_VERIFIED,FOLIO615320
TXN101079,121005,2021-11-17,Redemption,10000.0,51.1255,433.8905,INV9223,Kerala,KYC_VERIFIED,FOLIO881827
TXN101080,119775,2021-06-14,Redemption,10000.0,19.4926,451.3137,INV1341,Karnataka,KYC_VERIFIED,FOLIO140976
TXN101081,118825,2022-02-11,SIP,500.0,162.3082,416.7038,INV9962,Delhi,KYC_VERIFIED,FOLIO964880
TXN101082,121016,2023-07-03,SIP,2000.0,79.0872,274.2457,INV5714,Gujarat,KYC_VERIFIED,FOLIO324560
TXN101083,120503,2023-06-07,Lumpsum,2000.0,137.306,371.9755,INV3626,Telangana,KYC_VERIFIED,FOLIO725070
TXN101084,120594,2020-09-04,SIP,500.0,19.7635,449.0233,INV8372,Maharashtra,KYC_VERIFIED,FOLIO947169
TXN101085,120465,2020-07-21,Lumpsum,10000.0,71.8576,158.7863,INV7190,Maharashtra,KYC_VERIFIED,FOLIO402905
TXN101086,121003,2020-11-12,Redemption,2000.0,82.9586,232.0164,INV4497,Maharashtra,KYC_VERIFIED,FOLIO529739
TXN101087,120503,2021-11-25,Redemption,500.0,155.4102,265.8973,INV1941,Telangana,KYC_VERIFIED,FOLIO652885
TXN101088,118989,2023-05-23,Lumpsum,500.0,88.5409,396.5663,INV3104,Tamil Nadu,KYC_VERIFIED,FOLIO204969
TXN101089,119551,2020-06-16,SIP,2000.0,116.922,43.7976,INV1930,Maharashtra,KYC_VERIFIED,FOLIO491029
TXN101090,120333,2022-12-22,Lumpsum,25000.0,17.8679,431.2603,INV7176,Rajasthan,KYC_VERIFIED,FOLIO797882
TXN101091,121011,2022-05-05,Redemption,2000.0,157.2608,24.207,INV4620,Rajasthan,KYC_VERIFIED,FOLIO965545
TXN101092,121012,2024-05-21,Lumpsum,10000.0,89.7245,278.3195,INV3510,West Bengal,KYC_VERIFIED,FOLIO595943
TXN101093,119644,2022-12-01,Redemption,25000.0,188.8617,365.4363,INV2525,Rajasthan,KYC_VERIFIED,FOLIO452373
TXN101094,118632,2021-08-23,SIP,1000.0,168.0324,228.59,INV6626,Uttar Pradesh,KYC_VERIFIED,FOLIO254838
TXN101095,118890,2022-05-19,Redemption,2000.0,36.8732,62.8471,INV5328,Gujarat,KYC_VERIFIED,FOLIO622828
TXN101096,121019,2023-01-30,Lumpsum,5000.0,150.9173,245.2969,INV2651,West Bengal,KYC_VERIFIED,FOLIO933487
TXN101097,119775,2021-01-07,Redemption,1000.0,193.4925,459.9555,INV1348,Gujarat,KYC_VERIFIED,FOLIO535155
TXN101098,121002,2020-08-07,SIP,50000.0,25.4034,168.8989,INV5269,Rajasthan,KYC_VERIFIED,FOLIO611447
TXN101099,119644,2024-01-25,SIP,50000.0,49.1576,445.6816,INV6106,Telangana,KYC_VERIFIED,FOLIO369559
TXN101100,120841,2022-03-07,Redemption,5000.0,130.0219,299.9249,INV9957,Rajasthan,KYC_VERIFIED,FOLIO132055
TXN101101,120712,2022-06-10,Redemption,10000.0,171.5661,234.4536,INV9172,Tamil Nadu,KYC_VERIFIED,FOLIO802862
TXN101102,120841,2021-07-09,SIP,5000.0,153.5503,212.4781,INV3747,West Bengal,KYC_PENDING,FOLIO873609
TXN101103,121020,2020-05-18,Lumpsum,10000.0,17.9679,45.1468,INV6990,Tamil Nadu,KYC_VERIFIED,FOLIO510758
TXN101104,121007,2021-10-20,SIP,25000.0,115.496,392.8072,INV6752,Maharashtra,KYC_PENDING,FOLIO795319
TXN101105,118551,2023-06-20,SIP,2000.0,105.4114,250.394,INV3770,Karnataka,KYC_VERIFIED,FOLIO832858
TXN101106,121017,2023-01-23,Lumpsum,50000.0,20.0324,64.4105,INV3231,Telangana,KYC_VERIFIED,FOLIO823866
TXN101107,121018,2023-10-12,Redemption,50000.0,46.0276,188.4018,INV7049,Telangana,KYC_VERIFIED,FOLIO836142
TXN101108,121001,2021-07-20,Redemption,10000.0,197.6524,60.8204,INV6357,Gujarat,KYC_PENDING,FOLIO536177
TXN101109,119644,2021-09-27,Lumpsum,25000.0,185.9248,127.8976,INV1192,Maharashtra,KYC_VERIFIED,FOLIO788340
TXN101110,120503,2021-02-24,Lumpsum,1000.0,81.6001,379.5225,INV2135,Kerala,KYC_VERIFIED,FOLIO368403
TXN101111,120465,2020-08-20,Lumpsum,10000.0,64.2173,76.2606,INV2062,Kerala,KYC_VERIFIED,FOLIO350361
TXN101112,121007,2023-01-23,SIP,50000.0,60.3679,254.9935,INV4829,Uttar Pradesh,KYC_PENDING,FOLIO842731
TXN101113,121008,2023-01-10,Lumpsum,2000.0,143.923,351.5632,INV6657,Tamil Nadu,KYC_VERIFIED,FOLIO729563
TXN101114,120841,2022-12-26,Redemption,50000.0,63.4666,320.186,INV7863,Tamil Nadu,KYC_VERIFIED,FOLIO394884
TXN101115,120333,2023-09-15,Lumpsum,10000.0,165.2661,342.6875,INV7621,Uttar Pradesh,KYC_VERIFIED,FOLIO145447
TXN101116,121005,2021-05-20,Lumpsum,5000.0,116.4371,36.5482,INV7717,Rajasthan,KYC_VERIFIED,FOLIO580190
TXN101117,118632,2021-04-23,Lumpsum,10000.0,168.3442,41.9321,INV8100,West Bengal,KYC_PENDING,FOLIO260536
TXN101118,120841,2022-07-01,Lumpsum,1000.0,117.4516,398.7641,INV6632,Kerala,KYC_VERIFIED,FOLIO666146
TXN101119,120712,2022-04-05,Lumpsum,500.0,118.6266,86.7467,INV6132,Kerala,KYC_VERIFIED,FOLIO414680
TXN101120,118632,2024-06-25,SIP,500.0,81.6102,464.4745,INV1910,Delhi,KYC_VERIFIED,FOLIO809093
TXN101121,121019,2021-04-02,SIP,10000.0,97.8014,67.2057,INV7818,Karnataka,KYC_VERIFIED,FOLIO404514
TXN101122,120178,2024-07-31,SIP,10000.0,120.2871,257.5033,INV2708,Telangana,KYC_VERIFIED,FOLIO393746
TXN101123,121003,2020-08-14,Lumpsum,25000.0,148.9333,150.6169,INV3113,West Bengal,KYC_PENDING,FOLIO264352
TXN101124,120333,2020-03-30,Lumpsum,10000.0,1.236,346.3229,INV8189,Tamil Nadu,KYC_VERIFIED,FOLIO294225
TXN101125,119775,2022-03-10,Lumpsum,500.0,174.9777,277.8045,INV6027,Delhi,KYC_VERIFIED,FOLIO355320
TXN101126,120712,2022-09-07,SIP,1000.0,193.9368,118.7699,INV6851,Kerala,KYC_VERIFIED,FOLIO876632
TXN101127,119386,2020-05-21,Lumpsum,25000.0,88.8565,398.9296,INV7263,Rajasthan,KYC_VERIFIED,FOLIO400289
TXN101128,120841,2023-11-15,Lumpsum,1000.0,186.4933,412.7664,INV5336,Tamil Nadu,KYC_VERIFIED,FOLIO821453
TXN101129,121009,2020-06-18,SIP,25000.0,18.2231,54.8094,INV6218,Tamil Nadu,KYC_PENDING,FOLIO857448
TXN101130,121010,2023-03-20,SIP,50000.0,156.8917,305.785,INV9269,Tamil Nadu,KYC_VERIFIED,FOLIO214265
TXN101131,120178,2021-07-02,Redemption,10000.0,117.9861,145.8481,INV2332,Delhi,KYC_VERIFIED,FOLIO689117
TXN101132,121014,2021-06-22,SIP,25000.0,199.1392,377.3691,INV7530,Delhi,KYC_VERIFIED,FOLIO497413
TXN101133,121013,2024-04-22,Lumpsum,25000.0,3.5387,74.4318,INV2156,Karnataka,KYC_VERIFIED,FOLIO554121
TXN101134,121009,2022-09-05,Lumpsum,2000.0,133.5536,266.5695,INV7496,Delhi,KYC_VERIFIED,FOLIO153742
TXN101135,118890,2020-02-19,SIP,50000.0,62.4181,56.5253,INV4420,Maharashtra,KYC_VERIFIED,FOLIO137723
TXN101136,121005,2024-05-03,Lumpsum,50000.0,10.2585,391.8974,INV3597,Tamil Nadu,KYC_VERIFIED,FOLIO374123
TXN101137,121010,2024-07-16,Redemption,10000.0,80.6696,475.7733,INV4466,Tamil Nadu,KYC_VERIFIED,FOLIO791913
TXN101138,118825,2023-09-14,SIP,25000.0,166.3822,487.838,INV4669,Kerala,KYC_PENDING,FOLIO730288
TXN101139,121019,2022-01-17,Lumpsum,2000.0,31.6908,255.4315,INV9561,Delhi,KYC_VERIFIED,FOLIO838323
TXN101140,121018,2023-03-03,SIP,500.0,14.5469,268.2871,INV7656,West Bengal,KYC_VERIFIED,FOLIO707321
TXN101141,121001,2020-05-18,Lumpsum,10000.0,120.9785,162.8714,INV1513,Delhi,KYC_VERIFIED,FOLIO879455
TXN101142,119386,2023-06-09,Lumpsum,10000.0,94.1423,341.6448,INV2541,Rajasthan,KYC_VERIFIED,FOLIO822593
TXN101143,121004,2022-12-16,Lumpsum,10000.0,40.2789,25.1158,INV6019,Uttar Pradesh,KYC_VERIFIED,FOLIO382979
TXN101144,120503,2020-08-14,Redemption,5000.0,16.9601,150.6845,INV4391,Kerala,KYC_VERIFIED,FOLIO394147
TXN101145,120841,2022-01-06,SIP,500.0,127.4317,367.1116,INV9691,West Bengal,KYC_VERIFIED,FOLIO264932
TXN101146,119092,2024-01-16,Lumpsum,10000.0,62.1914,346.8817,INV2704,Gujarat,KYC_PENDING,FOLIO812651
TXN101147,121005,2021-12-22,SIP,50000.0,21.6742,415.0018,INV7298,Tamil Nadu,KYC_PENDING,FOLIO433311
TXN101148,121015,2022-04-29,SIP,1000.0,43.6768,236.3434,INV6433,Rajasthan,KYC_VERIFIED,FOLIO131307
TXN101149,121020,2020-07-30,SIP,1000.0,49.7649,396.0948,INV6677,Gujarat,KYC_VERIFIED,FOLIO968402
TXN101150,119775,2022-09-19,Lumpsum,2000.0,39.6466,348.0081,INV5606,Kerala,KYC_REJECTED,FOLIO504340
TXN101151,121011,2021-03-25,SIP,2000.0,185.0079,444.1387,INV3161,Gujarat,KYC_VERIFIED,FOLIO114398
TXN101152,120333,2022-11-29,Redemption,50000.0,39.0354,270.4045,INV3287,Gujarat,KYC_PENDING,FOLIO258421
TXN101153,121019,2020-05-14,Lumpsum,50000.0,108.0507,491.9455,INV7702,Telangana,KYC_VERIFIED,FOLIO815315
TXN101154,118825,2022-03-03,SIP,500.0,34.563,360.1441,INV7561,Tamil Nadu,KYC_VERIFIED,FOLIO873547
TXN101155,118890,2023-04-21,SIP,50000.0,150.872,74.0727,INV4976,Tamil Nadu,KYC_VERIFIED,FOLIO431126
TXN101156,120465,2020-09-17,Redemption,5000.0,91.1802,138.2182,INV9574,Rajasthan,KYC_PENDING,FOLIO231920
TXN101157,119551,2021-02-23,Redemption,1000.0,110.6763,236.2384,INV8473,Delhi,KYC_VERIFIED,FOLIO514506
TXN101158,121003,2022-06-08,SIP,5000.0,144.4763,197.0228,INV4733,Rajasthan,KYC_VERIFIED,FOLIO997892
TXN101159,119386,2022-06-24,SIP,10000.0,110.0247,29.1458,INV2955,West Bengal,KYC_PENDING,FOLIO693546
TXN101160,120333,2022-12-07,SIP,2000.0,83.0407,100.7954,INV1191,Uttar Pradesh,KYC_PENDING,FOLIO851228
TXN101161,119551,2024-09-13,Redemption,2000.0,91.4967,164.3891,INV5716,Karnataka,KYC_VERIFIED,FOLIO949362
TXN101162,120594,2022-11-22,SIP,5000.0,159.9047,463.8784,INV8644,Rajasthan,KYC_PENDING,FOLIO394664
TXN101163,120712,2021-12-28,Redemption,500.0,92.1104,281.3552,INV4134,Gujarat,KYC_VERIFIED,FOLIO363218
TXN101164,119203,2023-03-15,Lumpsum,5000.0,144.3611,465.1992,INV1667,Rajasthan,KYC_PENDING,FOLIO597845
TXN101165,120712,2023-06-16,SIP,500.0,134.5777,331.7152,INV6060,Maharashtra,KYC_VERIFIED,FOLIO446281
TXN101166,119551,2020-02-04,Lumpsum,25000.0,188.1166,345.581,INV9878,Karnataka,KYC_VERIFIED,FOLIO430166
TXN101167,120465,2020-03-10,Lumpsum,2000.0,157.0925,264.4829,INV9125,Gujarat,KYC_VERIFIED,FOLIO389843
TXN101168,121017,2023-08-01,Lumpsum,50000.0,66.8113,171.0797,INV4445,Delhi,KYC_VERIFIED,FOLIO639390
TXN101169,119551,2022-12-29,Redemption,500.0,193.938,359.854,INV2795,Uttar Pradesh,KYC_VERIFIED,FOLIO722056
TXN101170,121018,2024-07-10,SIP,25000.0,5.6034,134.061,INV5505,Kerala,KYC_VERIFIED,FOLIO854866
TXN101171,121010,2023-05-24,Lumpsum,25000.0,155.3543,197.3526,INV3262,Kerala,KYC_VERIFIED,FOLIO222520
TXN101172,121014,2024-08-01,Redemption,500.0,69.3464,401.7861,INV3107,Gujarat,KYC_VERIFIED,FOLIO653382
TXN101173,120178,2020-08-13,SIP,10000.0,48.659,112.2431,INV3047,Telangana,KYC_VERIFIED,FOLIO582437
TXN101174,120503,2023-04-06,Redemption,2000.0,120.6964,38.6676,INV6122,Telangana,KYC_VERIFIED,FOLIO508202
TXN101175,121010,2022-03-30,Lumpsum,500.0,59.8258,325.2947,INV5232,Karnataka,KYC_PENDING,FOLIO872666
TXN101176,121020,2022-05-26,Lumpsum,500.0,127.4334,91.9108,INV7127,Rajasthan,KYC_REJECTED,FOLIO449374
TXN101177,119386,2020-08-20,SIP,10000.0,120.237,92.0875,INV8116,West Bengal,KYC_PENDING,FOLIO243974
TXN101178,119092,2020-01-07,SIP,2000.0,150.4449,292.8532,INV3300,Delhi,KYC_VERIFIED,FOLIO553191
TXN101179,118825,2024-11-21,Lumpsum,1000.0,162.598,191.3433,INV5927,Karnataka,KYC_VERIFIED,FOLIO357109
TXN101180,118712,2023-06-09,Lumpsum,10000.0,123.2463,26.2849,INV5305,West Bengal,KYC_PENDING,FOLIO157605
TXN101181,121012,2024-03-12,Redemption,5000.0,40.8793,29.6861,INV9909,Kerala,KYC_VERIFIED,FOLIO958840
TXN101182,118825,2021-04-21,SIP,2000.0,24.2948,389.2066,INV9440,West Bengal,KYC_VERIFIED,FOLIO398590
TXN101183,120465,2020-06-25,Redemption,50000.0,141.7376,478.2449,INV6464,West Bengal,KYC_PENDING,FOLIO141170
TXN101184,121002,2021-04-30,Redemption,50000.0,163.0197,211.9792,INV1851,Tamil Nadu,KYC_VERIFIED,FOLIO640021
TXN101185,120333,2023-11-16,SIP,10000.0,124.3622,265.1698,INV6335,Rajasthan,KYC_VERIFIED,FOLIO213478
TXN101186,121012,2020-09-23,Lumpsum,10000.0,30.179,193.014,INV5653,Telangana,KYC_PENDING,FOLIO855943
TXN101187,121011,2021-05-03,Lumpsum,50000.0,56.0659,460.2497,INV8628,Kerala,KYC_VERIFIED,FOLIO638664
TXN101188,121019,2024-11-29,Redemption,25000.0,162.2217,63.1758,INV4409,Maharashtra,KYC_VERIFIED,FOLIO294989
TXN101189,121018,2023-02-09,SIP,10000.0,167.6477,450.9324,INV7758,Uttar Pradesh,KYC_VERIFIED,FOLIO279510
TXN101190,121017,2020-06-12,Lumpsum,25000.0,16.2568,71.3619,INV7526,Rajasthan,KYC_VERIFIED,FOLIO303509
TXN101191,119551,2024-10-30,Redemption,5000.0,181.4342,243.5497,INV2105,Rajasthan,KYC_VERIFIED,FOLIO694771
TXN101192,121019,2021-02-09,SIP,2000.0,190.1256,396.1928,INV7275,Telangana,KYC_VERIFIED,FOLIO844835
TXN101193,118551,2022-04-05,Lumpsum,500.0,75.9047,14.1333,INV7756,Telangana,KYC_PENDING,FOLIO751309
TXN101194,121009,2023-11-01,Lumpsum,2000.0,39.142,363.1996,INV5620,Tamil Nadu,KYC_VERIFIED,FOLIO369355
TXN101195,121003,2024-07-03,Redemption,2000.0,58.5845,25.5303,INV8600,Telangana,KYC_VERIFIED,FOLIO853250
TXN101196,121006,2022-05-31,Lumpsum,2000.0,178.089,125.4946,INV8088,Delhi,KYC_VERIFIED,FOLIO813079
TXN101197,118712,2020-09-14,Lumpsum,2000.0,65.5774,493.7073,INV5154,Uttar Pradesh,KYC_PENDING,FOLIO611709
