scheme_code,period,ret_1m,ret_3m,ret_6m,ret_1y,expense_ratio,benchmark_ret,alpha
121016,Oct-2022,-2.55,6.09,9.34,14.14,2.102,13.45,1.984
121016,Jan-2023,2.16,0.59,13.94,5.75,1.125,19.31,-1.066
121016,Apr-2023,-2.83,-1.72,19.72,8.52,1.535,14.2,-5.31
121016,Jul-2023,-1.66,10.57,0.31,11.65,1.235,13.77,0.169
121016,Oct-2023,2.84,10.73,-0.43,9.64,1.945,16.2,1.583
121016,Jan-2024,0.82,-4.25,-0.93,15.73,0.391,6.91,0.645
121016,Apr-2024,1.01,15.21,3.52,26.48,0.936,16.82,-0.619
121016,Jul-2024,1.61,1.55,21.1,17.7,1.354,22.71,0.619
121016,Oct-2024,2.85,7.01,9.43,13.04,1.882,8.22,4.284
121017,Jan-2020,0.36,10.19,14.32,18.94,1.339,18.62,2.928
121017,Apr-2020,-8.45,-0.59,8.18,16.52,0.671,21.29,2.967
121017,Jul-2020,-5.05,4.49,15.51,15.0,1.036,9.03,3.873
121017,Oct-2020,0.14,6.46,10.0,14.49,1.719,13.21,4.693
121017,Jan-2021,3.23,8.7,1.65,6.56,1.022,16.5,2.829
121017,Apr-2021,-1.05,7.4,2.61,20.06,0.329,10.65,0.16
121017,Jul-2021,1.6,3.92,-0.33,19.42,1.895,17.16,2.288
121017,Oct-2021,-0.15,4.14,6.08,15.12,0.502,11.35,-3.093
121017,Jan-2022,3.6,5.49,8.05,3.43,1.553,7.71,0.041
121017,Apr-2022,-0.27,-2.41,22.06,27.52,1.373,11.8,6.066
121017,Jul-2022,6.07,-0.2,8.73,12.36,0.742,11.01,1.286
121017,Oct-2022,1.83,4.58,17.07,6.74,1.22,5.55,2.092
121017,Jan-2023,4.33,6.35,4.79,16.56,0.999,8.45,2.916
121017,Apr-2023,4.1,1.56,19.15,32.66,1.133,18.58,-2.822
121017,Jul-2023,-2.76,3.08,2.4,19.63,1.599,10.75,3.049
121017,Oct-2023,0.67,0.79,20.35,11.23,2.354,14.74,2.455
121017,Jan-2024,0.68,15.26,8.47,23.13,0.458,19.62,0.673
121017,Apr-2024,-1.99,7.33,9.09,21.16,2.316,14.88,-2.486
121017,Jul-2024,-0.24,-0.02,10.47,9.64,1.811,8.59,2.996
121017,Oct-2024,1.59,-0.23,12.87,28.09,1.759,-1.84,2.093
121018,Jan-2020,0.77,-6.68,-2.03,21.19,0.771,12.48,-0.125
121018,Apr-2020,4.45,-2.65,0.78,11.14,0.867,6.71,4.154
121018,Jul-2020,-1.33,7.4,11.44,12.48,1.509,12.38,-3.777
121018,Oct-2020,-0.39,4.72,13.09,12.63,0.911,7.87,0.329
121018,Jan-2021,3.07,5.25,6.85,19.67,2.2,3.99,-1.276
121018,Apr-2021,3.01,-3.37,4.33,12.97,2.464,1.99,-1.437
121018,Jul-2021,-4.23,6.56,9.78,7.16,0.636,19.0,2.601
121018,Oct-2021,-0.66,9.44,7.96,16.86,1.409,2.9,-2.425
121018,Jan-2022,7.45,-0.64,7.46,18.14,0.405,11.07,1.059
121018,Apr-2022,2.64,-1.7,3.92,-6.73,1.538,4.21,3.634
121018,Jul-2022,0.38,6.99,9.69,16.34,2.368,12.45,2.136
121018,Oct-2022,7.8,1.77,12.13,12.89,0.22,17.22,6.229
121018,Jan-2023,1.99,0.08,10.27,16.51,0.379,16.45,-0.834
121018,Apr-2023,5.02,7.38,13.55,18.0,2.345,14.64,0.864
121018,Jul-2023,1.6,2.92,9.39,14.71,2.257,10.91,1.491
121018,Oct-2023,-4.14,8.62,9.44,8.5,1.064,8.95,0.23
121018,Jan-2024,2.32,10.65,8.96,7.02,1.971,17.09,2.511
121018,Apr-2024,4.08,5.47,12.4,32.12,2.162,26.44,3.841
121018,Jul-2024,9.07,-1.42,9.68,15.43,0.256,14.82,2.394
121018,Oct-2024,3.54,2.97,3.39,18.08,1.511,11.25,-2.103
121019,Jan-2020,1.37,-1.14,6.77,4.23,1.303,17.4,0.01
121019,Apr-2020,-1.6,7.41,13.39,17.82,2.004,8.22,0.671
121019,Jul-2020,1.02,-5.13,0.12,25.26,1.101,19.36,4.039
121019,Oct-2020,0.26,2.01,13.77,20.83,1.845,11.92,1.856
121019,Jan-2021,0.43,3.23,2.2,13.33,1.338,9.25,3.478
121019,Apr-2021,-3.03,5.19,0.55,6.37,2.294,14.83,-4.144
121019,Jul-2021,1.71,3.73,0.21,15.64,1.594,11.74,-1.627
121019,Oct-2021,7.35,7.81,8.73,5.4,1.654,10.59,2.105
121019,Jan-2022,2.4,4.62,9.4,12.47,2.249,8.17,-1.159
121019,Apr-2022,6.74,5.58,19.64,11.53,1.294,12.48,4.365
121019,Jul-2022,1.3,4.32,6.19,9.56,0.966,11.95,3.576
121019,Oct-2022,3.91,10.57,9.95,0.4,1.392,11.85,1.531
121019,Jan-2023,5.16,9.18,5.99,35.87,1.092,10.39,-1.231
121019,Apr-2023,-3.48,-2.4,14.09,20.67,0.302,12.6,3.516
121019,Jul-2023,-4.9,12.36,14.37,21.29,2.118,-0.25,0.954
121019,Oct-2023,4.98,3.46,12.2,27.03,0.273,10.45,2.939
121019,Jan-2024,-3.81,5.95,12.25,15.36,0.878,13.67,1.867
121019,Apr-2024,6.7,-1.29,16.74,25.82,0.324,9.57,2.357
121019,Jul-2024,-1.21,0.69,7.92,6.05,0.871,5.39,3.132
121019,Oct-2024,6.1,14.48,-0.23,6.28,1.613,16.93,1.27
121020,Jan-2020,4.43,6.73,-4.58,15.52,2.468,9.29,0.754
121020,Apr-2020,3.76,3.92,4.53,33.88,0.665,14.4,3.449
121020,Jul-2020,2.04,-0.43,1.14,20.59,1.499,12.35,-1.516
121020,Oct-2020,1.56,11.63,0.73,12.14,1.135,19.19,0.453
121020,Jan-2021,2.98,11.01,-2.6,3.2,2.204,18.55,2.609
121020,Apr-2021,4.74,-4.46,10.2,-10.63,1.258,19.8,0.955
121020,Jul-2021,-5.4,3.01,15.59,18.72,0.35,10.88,6.851
121020,Oct-2021,-4.54,0.25,-1.3,21.61,2.047,18.7,3.489
121020,Jan-2022,2.07,3.48,0.39,20.38,1.673,17.22,5.501
121020,Apr-2022,0.58,10.61,9.04,20.29,2.132,8.49,0.011
121020,Jul-2022,5.54,2.25,12.11,14.23,2.007,3.78,-3.019
121020,Oct-2022,0.49,2.61,1.56,16.22,1.524,21.57,1.712
121020,Jan-2023,1.56,7.01,9.15,20.33,0.157,12.92,0.02
121020,Apr-2023,2.43,-7.57,9.18,-4.18,0.511,6.41,4.813
121020,Jul-2023,1.61,3.74,10.17,6.65,2.491,16.45,0.241
121020,Oct-2023,-1.83,1.63,6.25,4.24,0.479,8.45,0.994
121020,Jan-2024,0.62,5.94,7.22,17.62,0.807,10.83,3.209
121020,Apr-2024,-7.03,1.71,3.01,15.07,0.887,15.29,3.313
121020,Jul-2024,-2.95,4.62,-1.97,18.32,0.815,7.17,-2.776
121020,Oct-2024,0.92,-2.29,-3.38,15.67,1.507,14.37,-2.077
